battle_turn,opponent_pokemon,opponent_type,move_used,move_type,move_category,weather_condition,pikachu_status,terrain_type,held_item,pikachu_ability,opponent_level,pikachu_level,move_power,attack_stat,defense_stat,sp_attack_stat,sp_defense_stat,speed_stat_pikachu,speed_stat_opponent,attack_stage,defense_stage,speed_stage,type_effectiveness,critical_hit,move_hit,friendship_level,experience_points,healing_applied,damage_dealt,previous_hp,max_hp,pikachu_hp,round,turn,trainer_focus_score
Round 2537 - Turn 14:00,,Rock,Thunderbolt,Electric,Special,Rain,,,Light Ball,Lightning Rod,32,30,90,44,,34,51,65,66,0,0,0,0.5,0,1,116,1501,0,10,61,61,39,2537,14,61.4
Round 2537 - Turn 15:00,Alakazam,Psychic,Volt Tackle,Electric,Physical,Clear,,Misty Terrain,,Static,33,30,120,41,41,33,52,56,62,1,0,0,1,0,1,163,2228,0,70,49,,0,2537,15,12.3
Round 2537 - Turn 16:00,Charizard,Fire,Volt Tackle,,Physical,Clear,,,Sitrus Berry,Static,29,30,120,34,27,32,29,68,81,0,0,0,1,0,1,124,490,0,60,61,61,10,2537,16,26.2
Round 2537 - Turn 17:00,Rhydon,Rock,Thunderbolt,Electric,Special,Clear,,,,Static,33,30,90,40,28,40,47,58,76,1,0,0,0.5,0,1,145,2356,0,25,2,61,0,2537,17,12.8
Round 2537 - Turn 18:00,Onix,Rock,Thunder,Electric,Special,Clear,,,Light Ball,Static,22,30,110,39,18,43,37,58,71,0,,-1,0.5,0,1,136,4512,0,25,61,61,49,2537,18,72.2
Round 2537 - Turn 19:00,Blastoise,Water,Quick Attack,Electric,Physical,Hail,,,Sitrus Berry,Lightning Rod,32,30,40,39,26,39,38,55,78,1,0,1,2,0,1,112,1023,0,80,37,61,0,2537,19,12.4
Round 2537 - Turn 20:00,Charizard,Fire,Volt Tackle,Electric,Physical,Electric Terrain,,,,Static,40,30,120,43,43,42,49,60,56,0,0,0,1,0,1,181,1942,0,50,61,61,0,2537,20,13.6
Round 2537 - Turn 21:00,Blastoise,Water,Nuzzle,Normal,Physical,Electric Terrain,,,Assault Vest,Static,24,30,20,45,36,32,42,66,70,0,0,0,2,0,1,124,2415,0,15,,61,0,2537,21,11.7
Round 2537 - Turn 22:00,,Ghost,Electro Ball,Electric,Special,Clear,Paralyzed,,Assault Vest,Static,25,30,80,40,27,38,26,59,52,1,1,0,1,0,1,128,3715,0,45,61,61,0,2537,22,20.4
Round 2537 - Turn 23:00,,Water,Thunderbolt,Electric,Special,,,,Light Ball,Static,,30,90,38,38,37,51,62,72,,0,1,2,1,1,47,2038,0,60,15,61,0,2537,23,17.5
Round 2538 - Turn 00:00,Charizard,Fire,Thunderbolt,Electric,Special,Sun,,,Light Ball,,41,33,90,41,49,36,44,69,87,0,-2,-2,1,0,1,159,3956,0,60,66,66,17,2538,0,39.8
Round 2538 - Turn 01:00,Onix,Rock,Thunderbolt,Electric,Special,Hail,,Grassy Terrain,Sitrus Berry,Static,41,33,90,49,44,42,44,62,74,0,0,0,0.5,0,1,255,3646,0,20,6,66,0,2538,1,16.1
Round 2538 - Turn 02:00,,Rock,Nuzzle,Normal,Physical,Sun,,,Sitrus Berry,Static,44,33,20,37,42,34,53,71,62,0,0,,,0,1,180,2213,0,5,66,66,44,2538,2,67.9
Round 2538 - Turn 03:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Sandstorm,Paralyzed,,,Static,30,33,120,43,30,44,37,62,65,-1,-1,1,0.5,0,1,191,988,0,35,63,66,32,2538,3,59
Round 2538 - Turn 04:00,Onix,Rock,Iron Tail,Electric,,Sun,,,Focus Sash,Static,31,33,100,50,33,37,31,,87,-1,0,0,0.5,0,1,138,2922,0,20,27,66,0,2538,4,11.4
Round 2538 - Turn 05:00,Machamp,Fighting,Quick Attack,Electric,Physical,Sun,,Grassy Terrain,Light Ball,Static,35,33,40,41,29,37,,73,56,0,0,0,1,0,1,125,3712,0,25,7,66,0,2538,5,10.1
Round 2538 - Turn 06:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Clear,,,,Static,33,33,,36,35,43,41,70,80,0,0,-1,0.5,0,1,127,3534,0,5,66,66,66,2538,6,100
Round 2538 - Turn 07:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Hail,,,Light Ball,Lightning Rod,34,33,100,43,44,37,38,69,52,0,0,0,0.5,1,1,146,1534,0,35,63,66,57,2538,7,80.6
Round 2538 - Turn 08:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Clear,,Electric Terrain,Light Ball,Static,36,33,20,40,31,47,43,64,38,0,0,0,0.5,0,1,42,2198,0,5,28,66,57,2538,8,84.8
Round 2538 - Turn 09:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Hail,Paralyzed,,Light Ball,Static,33,,120,47,35,45,33,70,103,0,0,-1,0.5,0,1,,1079,0,35,24,66,53,2538,9,73.8
Round 2538 - Turn 10:00,Blastoise,Water,Quick Attack,Electric,Physical,Sun,,Misty Terrain,Light Ball,Static,29,33,40,37,40,35,34,66,59,-1,0,0,2,0,1,222,2495,0,25,66,66,44,2538,10,63
Round 2538 - Turn 11:00,Blastoise,Water,Electro Ball,Electric,Special,Rain,Paralyzed,Misty Terrain,Light Ball,Static,43,33,80,43,36,35,55,59,60,-1,0,1,2,1,1,170,3446,0,50,42,66,0,2538,11,11.9
Round 2538 - Turn 12:00,Golem,Rock,Quick Attack,Electric,Physical,Electric Terrain,,,Assault Vest,Static,35,33,40,,36,40,43,,81,0,0,1,0.5,0,1,186,702,0,10,66,66,45,2538,12,65.9
Round 2538 - Turn 13:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Clear,Paralyzed,,Light Ball,Static,33,33,20,37,33,45,36,59,70,0,0,0,0.5,0,1,158,3416,,5,56,66,41,2538,13,63.3
Round 2538 - Turn 14:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,Misty Terrain,Light Ball,Static,28,33,100,38,33,33,29,60,74,0,0,-1,1,0,1,,1441,0,50,52,66,0,2538,14,17.9
Round 2538 - Turn 15:00,Lapras,Water,Nuzzle,Normal,Physical,Clear,,,Sitrus Berry,Lightning Rod,36,33,,39,35,42,47,66,80,0,1,-2,2,0,1,159,2936,0,10,4,66,20,2538,15,38.7
Round 2538 - Turn 16:00,Machamp,Fighting,Electro Ball,Electric,Special,Electric Terrain,,,,Static,35,33,80,39,34,33,38,60,63,1,0,1,1,0,1,115,767,0,45,66,66,44,2538,16,67.3
Round 2538 - Turn 17:00,Dragonite,Dragon,Thunder,Electric,Special,Sandstorm,,Electric Terrain,,Static,31,33,110,39,37,43,46,71,75,0,0,1,,0,1,151,1580,0,30,21,66,11,2538,17,26.8
Round 2538 - Turn 18:00,Snorlax,Normal,Thunderbolt,,Special,Clear,,Misty Terrain,Sitrus Berry,Static,31,33,90,41,42,46,31,69,63,0,1,0,1,0,1,167,4311,0,40,66,66,28,2538,18,43.5
Round 2538 - Turn 19:00,Rhydon,Rock,Thunderbolt,Electric,Special,Sandstorm,,,Light Ball,Static,31,33,90,39,34,33,31,70,86,-1,0,0,0.5,0,1,133,1699,0,15,24,66,20,2538,19,33.7
Round 2538 - Turn 20:00,Machamp,Fighting,Electro Ball,Electric,Special,Clear,,,Sitrus Berry,Static,23,,80,45,19,45,27,69,82,0,2,0,1,0,1,91,2377,0,30,9,66,28,2538,20,41.8
Round 2538 - Turn 21:00,Charizard,Fire,Quick Attack,Electric,Physical,Rain,,Electric Terrain,,Static,29,33,40,44,42,47,31,69,46,0,0,0,1,0,1,169,3434,0,25,66,66,49,2538,21,77.4
Round 2538 - Turn 22:00,Charizard,Fire,Nuzzle,Normal,Physical,Clear,,,Focus Sash,Static,31,33,20,41,31,33,49,68,108,-2,0,0,1,0,1,79,1281,0,5,39,66,37,2538,22,57.9
Round 2538 - Turn 23:00,Onix,Rock,Electro Ball,Electric,Special,Clear,Burned,,Focus Sash,Static,25,33,80,36,26,40,40,64,69,0,0,-1,0.5,0,1,76,965,0,20,34,66,0,2538,23,18.8
Round 2539 - Turn 00:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,,Grassy Terrain,Sitrus Berry,Static,38,34,,47,31,35,55,68,52,0,0,0,1,0,1,191,5245,0,25,61,67,30,2539,0,55.9
Round 2539 - Turn 01:00,Blastoise,Water,Electro Ball,Electric,Special,Clear,,Grassy Terrain,Light Ball,Static,29,34,80,50,23,39,36,62,47,0,0,-1,2,0,1,134,4424,0,75,35,67,42,2539,1,62.3
Round 2539 - Turn 02:00,Venusaur,Grass,Thunderbolt,Electric,Special,Electric Terrain,,,,Lightning Rod,40,34,90,42,48,38,47,63,78,-1,-1,-1,,0,1,128,2837,16,15,67,67,67,2539,2,99.2
Round 2539 - Turn 03:00,Dragonite,Dragon,Agility,Electric,Status,Rain,,,,Static,35,34,0,47,30,46,45,71,61,0,-2,0,1,0,1,179,4315,0,0,67,67,67,2539,3,90.2
Round 2539 - Turn 04:00,Alakazam,Psychic,Volt Tackle,,Physical,Sun,,,,Static,35,34,120,49,42,45,43,68,91,2,0,1,1,0,1,155,1878,0,120,67,67,40,2539,4,68.4
Round 2539 - Turn 05:00,Onix,Rock,Iron Tail,Electric,Physical,Clear,Paralyzed,,Light Ball,Static,34,34,100,50,43,,40,66,69,2,0,1,0.5,0,1,151,2857,0,50,67,67,18,2539,5,34.7
Round 2539 - Turn 06:00,Lapras,Water,Thunderbolt,Electric,Special,Electric Terrain,,Electric Terrain,Sitrus Berry,,39,34,90,45,36,40,52,69,63,0,0,-2,2,0,1,152,3493,0,90,17,67,32,2539,6,45.3
Round 2539 - Turn 07:00,Steelix,Steel,Iron Tail,Electric,Physical,Electric Terrain,,,Light Ball,Lightning Rod,38,34,100,37,49,41,52,65,61,0,1,2,1,0,1,138,1697,30,25,67,67,52,2539,7,71.1
Round 2539 - Turn 08:00,Blastoise,Water,Iron Tail,Electric,Physical,Clear,,,,Static,39,34,100,49,50,44,51,69,54,0,0,-1,2,0,1,84,3089,0,90,67,67,26,2539,8,38.8
Round 2539 - Turn 09:00,Steelix,Steel,Thunderbolt,Electric,Special,Clear,,Electric Terrain,,Static,33,34,90,41,30,45,41,61,33,-1,,0,1,0,1,99,3207,0,40,67,67,37,2539,9,55.1
Round 2539 - Turn 10:00,Dragonite,Dragon,Iron Tail,Electric,,Clear,,Grassy Terrain,Sitrus Berry,Static,32,34,100,45,,41,36,65,106,0,0,0,0.5,0,0,106,3670,0,0,29,67,33,2539,10,52
Round 2539 - Turn 11:00,Golem,Rock,Thunderbolt,Electric,Special,Sun,Burned,Grassy Terrain,Light Ball,Static,37,34,90,37,32,40,56,75,67,0,0,0,0.5,0,1,170,,0,15,29,67,26,2539,11,60.4
Round 2539 - Turn 12:00,Venusaur,Grass,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,32,34,90,39,30,41,39,67,47,0,0,-1,0.5,0,1,132,1019,0,20,15,67,13,2539,12,34.5
Round 2539 - Turn 13:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Sun,,Electric Terrain,Assault Vest,Static,39,34,100,46,43,34,42,66,81,-1,1,1,0.5,0,,187,1751,0,15,67,67,55,2539,13,66.8
Round 2539 - Turn 14:00,Lapras,Water,Quick Attack,Electric,Physical,Sandstorm,,,Focus Sash,Lightning Rod,25,34,40,49,23,39,41,70,42,-1,0,1,2,0,1,93,3086,0,55,51,67,34,2539,14,55.8
Round 2539 - Turn 15:00,Charizard,Fire,Thunderbolt,Electric,Special,Sun,,,Assault Vest,Static,27,34,90,46,35,46,41,72,66,0,0,0,1,0,1,147,1193,0,50,67,67,44,2539,15,65.6
Round 2539 - Turn 16:00,,Dragon,Iron Tail,Electric,Physical,Electric Terrain,,Misty Terrain,Light Ball,Static,30,34,100,50,24,38,33,70,66,0,0,1,0.5,0,1,59,3987,0,45,19,,7,2539,16,31.6
Round 2539 - Turn 17:00,Gengar,Ghost,Thunder,Electric,Special,Sandstorm,Burned,,Focus Sash,Static,37,34,110,37,43,35,42,74,82,0,1,0,1,0,1,109,1511,0,30,67,67,67,2539,17,90.3
Round 2539 - Turn 18:00,Rhydon,Rock,Electro Ball,Electric,Special,Clear,,,,Static,25,34,80,45,33,35,35,66,59,-1,1,0,0.5,0,1,185,1401,,10,37,67,52,2539,18,73.7
Round 2539 - Turn 19:00,Blastoise,Water,Volt Tackle,Electric,Physical,Clear,,,Light Ball,Static,34,34,120,50,43,36,49,67,18,1,1,-1,2,0,1,119,2139,0,120,29,67,0,2539,19,9.6
Round 2539 - Turn 20:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Hail,Paralyzed,,Assault Vest,Static,35,34,90,37,37,48,42,67,38,0,0,0,0.5,0,1,149,589,0,25,,67,63,2539,20,90.2
Round 2539 - Turn 21:00,Gyarados,Water,Thunderbolt,Electric,,Sun,,,Light Ball,Lightning Rod,38,34,,44,46,39,42,,109,0,0,-2,2,0,1,78,3876,0,80,44,67,12,2539,21,34.4
Round 2539 - Turn 22:00,Blastoise,Water,Thunderbolt,Electric,Special,,,Misty Terrain,Light Ball,Static,31,34,90,38,28,,37,75,80,0,0,1,2,0,1,119,2558,,85,67,67,8,2539,22,24.4
Round 2539 - Turn 23:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Electric Terrain,,,Light Ball,Static,36,34,40,38,30,34,37,75,77,0,1,2,0.5,0,1,,2156,0,10,67,67,64,2539,23,91.8
Round 2540 - Turn 00:00,,Dragon,Agility,Electric,Status,Sun,,,Sitrus Berry,Static,31,33,0,48,43,45,44,72,70,0,0,0,1,0,1,78,2642,0,0,66,66,66,2540,0,83.8
Round 2540 - Turn 01:00,Charizard,Fire,Electro Ball,Electric,Special,Clear,,,Sitrus Berry,Static,26,33,80,38,38,45,34,72,95,-1,-2,-1,1,,1,80,833,0,65,66,66,31,2540,1,56.4
Round 2540 - Turn 02:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Clear,,,Light Ball,Static,,33,90,37,23,38,30,59,89,0,0,0,0.5,0,1,59,2887,0,25,2,66,24,2540,2,47
Round 2540 - Turn 03:00,Lapras,Water,Nuzzle,Normal,Physical,Clear,,,Sitrus Berry,Static,32,33,,42,34,34,40,68,65,0,0,-1,2,0,1,,1184,0,15,66,66,64,2540,3,86.5
Round 2540 - Turn 04:00,Charizard,Fire,Quick Attack,Electric,Physical,Rain,,Grassy Terrain,Sitrus Berry,Static,28,33,40,42,29,40,43,68,57,0,0,-2,1,1,1,174,3228,0,40,50,66,21,2540,4,38.5
Round 2540 - Turn 05:00,Onix,Rock,Volt Tackle,Electric,Physical,Clear,Paralyzed,,Focus Sash,Static,29,33,120,45,28,44,34,67,79,0,-1,0,0.5,0,1,131,600,0,65,8,66,2,2540,5,24.6
Round 2540 - Turn 06:00,,Steel,Agility,Electric,Status,Sun,,Misty Terrain,,Static,20,33,0,47,32,45,30,65,87,-1,0,-1,1,0,1,227,2958,0,0,66,66,66,2540,6,82
Round 2540 - Turn 07:00,Machamp,Fighting,Agility,Electric,Status,Electric Terrain,,,,Static,37,33,0,39,32,40,48,61,49,0,0,2,1,0,1,50,5006,0,0,66,66,66,2540,7,92.1
Round 2540 - Turn 08:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Clear,,Electric Terrain,Light Ball,Static,36,33,100,39,31,35,47,63,37,2,1,0,1,0,1,130,4632,25,90,66,66,28,2540,8,55.4
Round 2540 - Turn 09:00,Lapras,Water,Electro Ball,Electric,Special,Electric Terrain,,Electric Terrain,Focus Sash,Static,44,33,80,36,39,42,53,59,85,0,0,-1,2,0,1,114,1695,0,,66,66,56,2540,9,87.8
Round 2540 - Turn 10:00,Venusaur,Grass,Volt Tackle,Electric,Physical,,,Electric Terrain,Light Ball,Lightning Rod,36,33,120,50,31,39,37,63,75,0,0,1,0.5,0,1,122,2190,0,55,66,66,57,2540,10,90.3
Round 2540 - Turn 11:00,Venusaur,Grass,Nuzzle,Normal,Physical,Clear,,,,Static,38,33,20,38,41,38,49,61,57,0,0,0,0.5,0,1,181,1795,0,5,11,66,28,2540,11,58.1
Round 2540 - Turn 12:00,Machamp,Fighting,Quick Attack,Electric,Physical,Clear,Paralyzed,,,Static,46,33,40,48,46,47,47,72,73,0,0,0,,0,1,160,875,0,20,8,66,27,2540,12,45.3
Round 2540 - Turn 13:00,Blastoise,Water,Thunder,Electric,Special,Sandstorm,Burned,,Sitrus Berry,Static,31,33,110,44,36,38,34,73,62,1,-1,2,2,0,1,198,3137,0,225,66,66,46,2540,13,75.7
Round 2540 - Turn 14:00,Rhydon,Rock,Quick Attack,Electric,Physical,Clear,,,Sitrus Berry,Static,35,33,40,43,38,36,36,66,74,0,0,0,0.5,0,1,177,3484,0,10,66,66,66,2540,14,99.7
Round 2540 - Turn 15:00,Lapras,Water,Iron Tail,Electric,Physical,Electric Terrain,,,Sitrus Berry,Static,30,33,100,43,29,37,30,65,86,-1,0,0,2,0,1,121,4864,0,90,55,66,7,2540,15,24.8
Round 2540 - Turn 16:00,Machamp,Fighting,Thunder,Electric,Special,Clear,Burned,Misty Terrain,Light Ball,Static,35,33,110,,33,47,50,61,50,0,-1,-1,1,0,1,128,2140,0,70,66,66,0,2540,16,15
Round 2540 - Turn 17:00,Venusaur,Grass,Nuzzle,Normal,Physical,Clear,,,Sitrus Berry,Static,32,33,20,37,31,40,41,66,29,1,0,-1,0.5,0,0,183,2473,0,0,66,66,66,2540,17,98.6
Round 2540 - Turn 18:00,Lapras,Water,Electro Ball,Electric,Special,Electric Terrain,,Electric Terrain,,Static,32,33,80,49,40,38,33,69,69,0,0,1,2,0,1,221,3971,0,115,66,66,0,2540,18,19
Round 2540 - Turn 19:00,,Fire,Thunderbolt,Electric,Special,Clear,Burned,Electric Terrain,Light Ball,Static,29,33,90,44,31,39,37,69,86,0,1,-1,1,0,1,207,3701,29,35,66,66,66,2540,19,94.7
Round 2540 - Turn 20:00,Blastoise,Water,Thunderbolt,Electric,Special,Sandstorm,,,,Lightning Rod,29,33,90,43,30,39,43,68,56,-1,0,-1,2,0,1,73,1920,0,50,59,66,7,2540,20,19.8
Round 2540 - Turn 21:00,,Steel,Quick Attack,Electric,Physical,Sun,,Electric Terrain,,Static,26,33,40,41,38,,35,66,60,0,-1,1,1,0,1,171,3217,0,35,9,66,0,2540,21,13.1
Round 2540 - Turn 22:00,Venusaur,Grass,Thunder,Electric,Special,Clear,,Misty Terrain,,Static,30,33,110,36,33,37,34,60,51,0,0,1,0.5,0,1,198,2760,0,25,66,66,0,2540,22,15.5
Round 2540 - Turn 23:00,Charizard,Fire,Nuzzle,Normal,Physical,Electric Terrain,,,Light Ball,,33,33,20,42,43,46,42,67,,1,0,0,1,0,1,167,3481,,10,40,66,4,2540,23,17.6
Round 2541 - Turn 00:00,Snorlax,Normal,Thunderbolt,Electric,Special,Rain,,,,Static,33,30,90,42,30,41,43,58,56,0,1,0,1,0,0,54,1716,0,0,61,61,36,2541,0,54.1
Round 2541 - Turn 01:00,Machamp,Fighting,Agility,Electric,Status,Rain,Paralyzed,,Sitrus Berry,Static,30,30,0,41,36,32,31,,47,-1,0,0,1,0,1,121,1753,0,0,61,61,50,2541,1,76
Round 2541 - Turn 02:00,,Water,Iron Tail,Electric,Physical,Sandstorm,,Grassy Terrain,,Static,32,30,100,39,44,40,34,54,51,0,0,0,2,0,1,236,1434,0,70,61,61,0,2541,2,7
Round 2541 - Turn 03:00,Charizard,Fire,Quick Attack,Electric,Physical,Electric Terrain,,,Sitrus Berry,Static,33,30,40,34,31,38,49,64,66,1,0,0,1,0,1,165,1762,0,25,61,61,28,2541,3,55
Round 2541 - Turn 04:00,Charizard,Fire,Quick Attack,Electric,Physical,Electric Terrain,Burned,,Sitrus Berry,Static,31,30,40,47,35,41,33,60,59,0,1,0,1,0,1,115,1077,0,5,35,61,21,2541,4,40.7
Round 2541 - Turn 05:00,,Fire,Quick Attack,Electric,Physical,Electric Terrain,,,Assault Vest,Static,37,30,40,34,48,37,39,66,74,0,-1,0,1,0,1,183,2959,0,20,28,61,0,2541,5,8.3
Round 2541 - Turn 06:00,Steelix,Steel,Quick Attack,Electric,Physical,Sun,,,,Static,32,30,40,39,28,38,41,68,54,0,0,1,1,0,1,171,2574,0,25,10,61,0,2541,6,15.3
Round 2541 - Turn 07:00,Machamp,Fighting,Agility,Electric,Status,Clear,Paralyzed,Electric Terrain,,Static,25,30,0,33,33,37,33,55,62,0,0,0,1,0,1,214,3875,0,0,61,61,50,2541,7,72.5
Round 2541 - Turn 08:00,Blastoise,Water,Thunderbolt,Electric,Special,Electric Terrain,,Misty Terrain,Sitrus Berry,Static,28,30,90,38,37,36,36,55,41,0,0,0,2,0,1,122,4741,0,75,61,61,0,2541,8,17.3
Round 2541 - Turn 09:00,Steelix,Steel,Thunder,Electric,Special,Hail,,,Sitrus Berry,Static,24,30,110,36,28,,27,65,26,0,0,0,1,1,1,158,3043,0,75,61,61,0,2541,9,15.4
Round 2541 - Turn 10:00,Charizard,Fire,Thunderbolt,Electric,Special,Electric Terrain,,Misty Terrain,Focus Sash,Lightning Rod,27,30,90,47,33,31,45,63,69,0,0,-1,1,0,1,177,2986,0,25,61,61,10,2541,10,34.6
Round 2541 - Turn 11:00,Rhydon,Rock,Thunderbolt,Electric,Special,Electric Terrain,,,,Static,23,30,90,45,19,30,40,62,52,0,-1,1,0.5,0,1,224,1625,0,20,35,61,0,2541,11,19.6
Round 2541 - Turn 12:00,Onix,Rock,Iron Tail,Electric,Physical,Clear,,Misty Terrain,Sitrus Berry,Static,,30,100,36,38,37,46,65,46,0,0,-1,0.5,0,1,138,2049,0,20,15,61,0,2541,12,22.5
Round 2541 - Turn 13:00,Rhydon,Rock,,Electric,Special,Sun,,,Assault Vest,Static,35,30,90,37,45,36,51,66,69,0,,0,0.5,0,,129,2698,0,15,61,61,25,2541,13,49
Round 2541 - Turn 14:00,Alakazam,Psychic,Electro Ball,Electric,Special,Sandstorm,Paralyzed,Misty Terrain,Light Ball,Static,33,30,80,44,33,36,45,67,86,1,2,1,1,0,1,120,2303,0,20,47,61,11,2541,14,30.1
Round 2541 - Turn 15:00,Lapras,Water,Iron Tail,Electric,Physical,Sun,Paralyzed,,Light Ball,Static,23,30,100,45,31,37,33,61,60,0,1,0,2,0,1,80,938,16,80,27,61,0,2541,15,14.2
Round 2541 - Turn 16:00,Blastoise,Water,Iron Tail,Electric,Physical,Sun,,Electric Terrain,Assault Vest,Static,35,30,100,36,35,36,51,61,46,1,0,2,2,0,1,77,1136,0,165,61,61,0,2541,16,17.7
Round 2541 - Turn 17:00,Charizard,Fire,Volt Tackle,Electric,Physical,Sandstorm,,,Focus Sash,Lightning Rod,28,30,120,33,25,43,,60,85,-2,0,-2,1,0,1,192,1950,0,30,61,61,38,2541,17,61.8
Round 2541 - Turn 18:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Electric Terrain,,Electric Terrain,,Static,29,30,40,34,38,33,40,62,37,0,0,0,1,0,1,149,2147,0,20,29,61,0,2541,18,7.7
Round 2541 - Turn 19:00,Venusaur,Grass,Quick Attack,Electric,Physical,Hail,,,Focus Sash,Static,23,30,40,44,36,30,31,67,57,0,0,-1,0.5,0,0,135,3429,0,0,9,61,3,2541,19,20.2
Round 2541 - Turn 20:00,Alakazam,Psychic,Agility,Electric,Status,Clear,,Misty Terrain,,Static,32,30,0,46,32,31,44,56,35,0,1,-2,1,0,1,96,2660,0,0,9,61,0,2541,20,14.8
Round 2541 - Turn 21:00,Venusaur,Grass,Agility,Electric,Status,Sandstorm,Burned,,,Static,43,30,0,35,50,33,61,57,57,0,0,0,1,0,1,128,4129,0,0,9,61,0,2541,21,10.2
Round 2541 - Turn 22:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,,,,Static,28,30,40,42,36,32,42,57,54,-1,0,-1,1,1,1,135,1005,0,20,9,61,0,2541,22,14.8
Round 2541 - Turn 23:00,Onix,Rock,Thunderbolt,Electric,Special,Clear,,,,Lightning Rod,25,30,90,44,35,31,41,67,47,1,0,0,0.5,0,1,255,2473,19,20,61,61,27,2541,23,53.8
Round 2542 - Turn 00:00,,Dragon,Thunderbolt,Electric,Special,Clear,,,,Static,48,42,90,51,52,54,64,78,89,0,-1,0,0.5,0,1,111,1542,0,30,57,81,21,2542,0,37.1
Round 2542 - Turn 01:00,Vaporeon,Water,Thunderbolt,Electric,Special,Electric Terrain,,,,Static,42,42,90,46,36,54,44,76,87,0,-1,0,2,0,1,224,4286,0,170,25,81,3,2542,1,16.7
Round 2542 - Turn 02:00,Vaporeon,Water,Quick Attack,Electric,Physical,Clear,,,Sitrus Berry,Static,41,42,40,,41,52,44,86,87,1,0,1,2,0,1,105,2740,16,75,81,81,0,2542,2,12
Round 2542 - Turn 03:00,Steelix,Steel,Thunder,Electric,,Clear,,,Light Ball,Static,48,,110,51,39,47,59,77,87,0,0,0,1,0,1,212,1504,0,50,22,81,0,2542,3,23.5
Round 2542 - Turn 04:00,Machamp,Fighting,,Electric,Physical,Rain,,Electric Terrain,,Static,34,42,,47,40,49,47,87,86,0,-1,1,1,0,1,187,3008,0,50,81,81,38,2542,4,49.9
Round 2542 - Turn 05:00,Lapras,Water,Volt Tackle,Electric,Physical,Hail,Paralyzed,Electric Terrain,,Static,44,42,120,57,50,43,46,81,91,0,-1,-1,2,0,1,,3592,0,295,30,81,0,2542,5,13.3
Round 2542 - Turn 06:00,Onix,Rock,Thunder,Electric,Special,Electric Terrain,Paralyzed,,,Static,40,42,110,56,36,44,50,81,76,-1,-1,0,0.5,0,1,140,2738,0,25,81,81,40,2542,6,53.5
Round 2542 - Turn 07:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,,Sitrus Berry,Static,36,42,120,53,37,54,50,84,118,0,-2,-1,1,0,1,152,3082,19,170,56,81,39,2542,7,57.8
Round 2542 - Turn 08:00,Venusaur,Grass,Agility,Electric,Status,Hail,,,Sitrus Berry,Static,42,42,0,57,43,45,61,75,37,0,0,-1,1,0,1,202,0,,0,81,81,66,2542,8,71.7
Round 2542 - Turn 09:00,Charizard,Fire,Agility,Electric,Status,Clear,Paralyzed,,,Static,27,42,0,48,31,49,34,88,105,-1,0,0,1,0,1,171,4483,0,0,81,81,81,2542,9,92
Round 2542 - Turn 10:00,Alakazam,Psychic,,Electric,Physical,Clear,Paralyzed,Grassy Terrain,Focus Sash,Static,42,42,120,57,33,50,58,,,-2,-1,0,1,0,1,123,5416,0,80,81,81,19,2542,10,29.8
Round 2542 - Turn 11:00,Machamp,Fighting,Iron Tail,Electric,Physical,Clear,,Electric Terrain,Sitrus Berry,Static,43,42,100,60,38,45,48,86,80,0,0,0,1,0,1,221,1444,0,105,2,81,4,2542,11,26.2
Round 2542 - Turn 12:00,Blastoise,Water,Electro Ball,Electric,Special,Rain,,Electric Terrain,,Lightning Rod,39,42,80,47,34,42,43,76,72,0,-1,-2,2,0,1,137,1292,0,165,81,81,3,2542,12,3.2
Round 2542 - Turn 13:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,,Focus Sash,Static,48,42,120,59,53,48,59,82,83,0,1,0,1,1,1,134,,0,75,,81,37,2542,13,39.1
Round 2542 - Turn 14:00,,Psychic,Nuzzle,Normal,Physical,Sun,,Misty Terrain,Sitrus Berry,Static,33,42,20,56,41,43,46,87,59,0,0,0,1,0,1,81,117,0,10,5,81,1,2542,14,9.4
Round 2542 - Turn 15:00,Lapras,Water,Nuzzle,Normal,Physical,Rain,,,,Static,43,42,20,52,44,47,62,78,82,-1,1,0,2,0,1,185,2163,0,10,81,81,62,2542,15,75.3
Round 2542 - Turn 16:00,,Rock,,Normal,Physical,Hail,,Electric Terrain,Sitrus Berry,Static,40,42,20,54,,44,50,86,126,2,0,,0.5,0,1,123,837,0,10,71,81,71,2542,16,88.2
